sample	category	mapped	unique	total	unique/total	gfp	PF_BASES	PF_ALIGNED_BASES	RIBOSOMAL_BASES	CODING_BASES	UTR_BASES	INTRONIC_BASES	INTERGENIC_BASES	IGNORED_READS	CORRECT_STRAND_READS	INCORRECT_STRAND_READS	NUM_R1_TRANSCRIPT_STRAND_READS	NUM_R2_TRANSCRIPT_STRAND_READS	NUM_UNEXPLAINED_READS	PCT_R1_TRANSCRIPT_STRAND_READS	PCT_R2_TRANSCRIPT_STRAND_READS	PCT_RIBOSOMAL_BASES	PCT_CODING_BASES	PCT_UTR_BASES	PCT_INTRONIC_BASES	PCT_INTERGENIC_BASES	PCT_MRNA_BASES	PCT_USABLE_BASES	PCT_CORRECT_STRAND_READS	MEDIAN_CV_COVERAGE	MEDIAN_5PRIME_BIAS	MEDIAN_3PRIME_BIAS	MEDIAN_5PRIME_TO_3PRIME_BIAS
FACS_GBM63_U_90_S48	GBM63_U	760521	468526	1183360	0.395928542	310	46525683	46149221	3619868	31741464	7479353	2056633	1251903	0	0	0	71708	71588	1268	0.500419	0.499581	0.078438	0.687801	0.162069	0.044565	0.027127	0.84987	0.842993	0	1.160346	0.270988	0.223216	0
FACS_GBM63_U_91_S56	GBM63_U	6587	5968	15714	0.379788723	10	595951	591122	16586	444726	101665	17745	10400	0	0	0	1061	1032	17	0.506928	0.493072	0.028059	0.752342	0.171986	0.030019	0.017594	0.924329	0.916839	0	1.065659	0.279403	0.333773	0
FACS_GBM63_U_92_S64	GBM63_U	148606	139324	208784	0.667311671	16	13815997	13741653	228851	9398548	3105937	900299	108018	0	0	0	22463	22266	141	0.502202	0.497798	0.016654	0.683946	0.226024	0.065516	0.007861	0.909969	0.905073	0	1.238289	0.168581	0.179418	0
FACS_GBM63_U_93_S72	GBM63_U	5154	4848	8996	0.538906181	0	459038	453495	6640	128594	234464	65456	18341	0	0	0	895	948	83	0.485621	0.514379	0.014642	0.283562	0.517016	0.144337	0.040444	0.800578	0.790911	0	0.981007	0	0.906738	0
FACS_GBM63_U_94_S80	GBM63_U	3976	3696	4532	0.815533981	4	371736	369097	19594	272170	68491	6627	2215	0	0	0	650	693	29	0.483991	0.516009	0.053086	0.737394	0.185564	0.017955	0.006001	0.922958	0.916406	0	0.813833	0.515622	0.551457	0.276923
FACS_GBM63_U_95_S88	GBM63_U	3554830	3382580	3643774	0.928317728	4904	339356988	337464557	3425520	261174271	62497324	8523359	1844083	0	0	0	606021	609687	9405	0.498492	0.501508	0.010151	0.773931	0.185197	0.025257	0.005465	0.959128	0.953779	0	0.588692	0.563235	0.433888	0.646687
FACS_GBM63_U_96_S96	GBM63_U	4918	4322	78754	0.054879752	0	434725	432426	9180	321364	78902	15202	7778	0	0	0	775	704	1	0.524003	0.475997	0.021229	0.743165	0.182464	0.035155	0.017987	0.925629	0.920734	0	0.968947	0.472413	0.236398	0.171569
FACS_GBM63_U_9_S65	GBM63_U	548	400	24064	0.01662234	2	38879	37984	1412	18493	5096	9719	3264	0	0	0	53	45	0	0.540816	0.459184	0.037174	0.486863	0.134162	0.255871	0.085931	0.621025	0.606729	0	0.797112	0.610898	0.327663	1.772512
FACS_M059K_T_10_S361	M059K_T	9540	8578	2727704	0.003144769	0	857801	846781	0	645028	192205	8741	807	0	0	0	1722	1675	1	0.506918	0.493082	0	0.761741	0.226983	0.010323	0.000953	0.988724	0.976022	0	0.911418	0.066117	0.365	0
FACS_M059K_T_11_S369	M059K_T	1641	1514	1617528	0.000935996	0	150172	148182	7750	90936	41007	6124	2365	0	0	0	354	291	0	0.548837	0.451163	0.052301	0.613678	0.276734	0.041328	0.01596	0.890412	0.878613	0	1.901841	0	0.926101	0
FACS_M059K_T_12_S377	M059K_T	1393	1216	2608634	0.000466144	0	119490	117808	21231	19721	14811	45944	16101	0	0	0	65	66	2	0.496183	0.503817	0.180217	0.167399	0.125722	0.38999	0.136672	0.293121	0.288995	0	1.346642	0	0.532798	0
FACS_M059K_T_13_S290	M059K_T	34669	29722	1136802	0.026145274	2	2973820	2932425	63715	2295710	446306	96721	29973	0	0	0	2507	3611	246	0.409774	0.590226	0.021728	0.782871	0.152197	0.032983	0.010221	0.935068	0.922052	0	1.09663	0.115478	0.547401	0
FACS_M059K_T_14_S298	M059K_T	42891	41786	1136174	0.036777817	4	4209551	4177474	196865	3212616	643955	36173	87865	0	0	0	7368	7817	34	0.485216	0.514784	0.047125	0.769033	0.154149	0.008659	0.021033	0.923183	0.916148	0	0.964275	0.403015	0.451107	0
FACS_M059K_T_15_S306	M059K_T	17468383	16100706	18518302	0.86944829	37482	1622368171	1612020739	154781143	1102595020	307063785	35317607	12263184	0	0	0	2694343	2711912	52638	0.498375	0.501625	0.096017	0.683983	0.190484	0.021909	0.007607	0.874467	0.86889	0	0.468279	0.579822	0.597202	0.687256
FACS_M059K_T_16_S314	M059K_T	1234801	1077420	2519852	0.42757273	6	108561151	107753946	644732	72690529	29177970	4244222	996493	0	0	0	203479	203625	1774	0.499821	0.500179	0.005983	0.674597	0.270783	0.039388	0.009248	0.945381	0.938351	0	1.065673	0.227932	0.531254	0
FACS_M059K_T_17_S322	M059K_T	4144	3762	12792	0.294090056	6	370181	366661	25288	234091	93871	8822	4589	0	0	0	626	652	9	0.489828	0.510172	0.068968	0.63844	0.256016	0.02406	0.012516	0.894456	0.88595	0	1.061176	0.286676	0.350422	0
FACS_M059K_T_18_S330	M059K_T	112424	96660	243660	0.39670032	16	9734838	9655399	71391	5953629	2625634	934801	69944	0	0	0	18210	19055	61	0.488662	0.511338	0.007394	0.616611	0.271934	0.096816	0.007244	0.888546	0.881295	0	0.834126	0.518756	0.610482	0.211269
FACS_M059K_T_19_S338	M059K_T	1308425	1196250	1968622	0.607658555	2	120181328	119263143	742361	82118353	34293167	1675430	433832	0	0	0	229100	235739	3594	0.492859	0.507141	0.006225	0.688548	0.287542	0.014048	0.003638	0.97609	0.968632	0	1.07241	0.11861	0.465757	0
FACS_M059K_T_1_S289	M059K_T	24240	21514	131142	0.164051181	0	2152288	2131543	64135	1571464	308231	152258	35455	0	0	0	3801	3539	3	0.517847	0.482153	0.030089	0.737242	0.144605	0.071431	0.016633	0.881847	0.873347	0	1.653784	0	0.3203	0
FACS_M059K_T_20_S346	M059K_T	460409	421296	1289516	0.326708626	22	42347322	42023107	199999	31123507	9899655	718217	81729	0	0	0	70557	70871	411	0.49889	0.50111	0.004759	0.740628	0.235576	0.017091	0.001945	0.976205	0.968731	0	0.917896	0.291447	0.436786	0
FACS_M059K_T_21_S354	M059K_T	189198	177206	2124960	0.083392629	5286	17859744	17718028	47231	12185082	4469498	493977	522240	0	0	0	31708	30498	747	0.509726	0.490274	0.002666	0.687722	0.252257	0.02788	0.029475	0.939979	0.932521	0	0.80162	0.515152	0.572228	0.433333
FACS_M059K_T_22_S362	M059K_T	766	700	5782	0.121065375	0	69808	69194	6513	45148	14822	1922	789	0	0	0	127	116	2	0.522634	0.477366	0.094127	0.652484	0.214209	0.027777	0.011403	0.866694	0.859071	0	0.764402	0.047448	0.136413	0
FACS_M059K_T_23_S370	M059K_T	29360	28024	5858524	0.004783457	4	2816776	2784290	9365	1671701	380740	709588	12896	0	0	0	2817	2557	11	0.524191	0.475809	0.003364	0.600405	0.136746	0.254854	0.004632	0.737151	0.728649	0	0.856472	0.323055	0.564696	0.186916
FACS_M059K_T_24_S378	M059K_T	54626	51696	1618616	0.031938397	20	5201389	5148352	15712	2540621	2436951	31843	123225	0	0	0	10561	10253	24	0.507399	0.492601	0.003052	0.493482	0.473346	0.006185	0.023935	0.966828	0.95697	0	0.860996	0.470961	0.790344	0.186419
FACS_M059K_T_25_S291	M059K_T	77318	68964	1019476	0.067646516	2	6940844	6863030	95368	4904685	1300253	206737	355987	0	0	0	14408	13702	35	0.512558	0.487442	0.013896	0.714653	0.189458	0.030123	0.05187	0.904111	0.893975	0	0.94072	0	0.590013	0
FACS_M059K_T_26_S299	M059K_T	33033	32008	261828	0.122248193	0	3214586	3185299	990	2322180	567351	281253	13525	0	0	0	4852	5285	39	0.478643	0.521357	0.000311	0.72903	0.178115	0.088297	0.004246	0.907146	0.898881	0	1.516647	0	0.279016	0
FACS_M059K_T_27_S307	M059K_T	12306	10978	608478	0.018041737	2	1088095	1078976	2935	739719	287640	43264	5418	0	0	0	1816	1740	37	0.510686	0.489314	0.00272	0.685575	0.266586	0.040097	0.005021	0.952161	0.944181	0	1.016662	0.198376	0.496462	0
FACS_M059K_T_28_S315	M059K_T	1116	1016	4436	0.229035167	0	98448	97609	8153	61780	21216	5348	1112	0	0	0	151	187	1	0.446746	0.553254	0.083527	0.632933	0.217357	0.05479	0.011392	0.85029	0.843044	0	1.026555	0.369918	0.161946	0.174271
FACS_M059K_T_29_S323	M059K_T	1090	992	6686	0.148369728	6	96276	95464	3697	69202	18109	3525	931	0	0	0	142	185	3	0.434251	0.565749	0.038727	0.724902	0.189695	0.036925	0.009752	0.914596	0.906882	0	1.240626	0.053397	0.462377	0
FACS_M059K_T_2_S297	M059K_T	23066	17862	452164	0.039503366	0	1784457	1765888	32745	1213607	470219	38554	10763	0	0	0	3226	3218	28	0.500621	0.499379	0.018543	0.68725	0.266279	0.021833	0.006095	0.953529	0.943607	0	1.130048	0.123629	0.207749	0
FACS_M059K_T_30_S331	M059K_T	17472	17142	704408	0.024335328	0	1721603	1702643	6736	1412813	63550	100828	118716	0	0	0	3459	3556	106	0.493086	0.506914	0.003956	0.829776	0.037324	0.059219	0.069725	0.867101	0.857551	0	1.02332	0.116115	0.66057	0
FACS_M059K_T_31_S339	M059K_T	14226	12622	57004	0.221423058	50	1230257	1220562	10083	886655	272642	28172	23010	0	0	0	2199	2076	4	0.514386	0.485614	0.008261	0.726432	0.223374	0.023081	0.018852	0.949806	0.942321	0	1.042979	0.350597	0.330142	0
FACS_M059K_T_32_S347	M059K_T	41308	40214	1125832	0.035719361	0	4044029	3988096	203020	2298414	559419	732384	194859	0	0	0	5785	6407	12	0.474491	0.525509	0.050906	0.576319	0.140272	0.183643	0.04886	0.716591	0.70668	0	0.915813	0.354671	0.494869	0.182029
FACS_M059K_T_33_S355	M059K_T	1702979	1541086	3545182	0.434698698	2	155313175	154248978	584171	100853022	45128423	5855182	1828180	0	0	0	283531	272677	3525	0.509757	0.490243	0.003787	0.653833	0.292569	0.037959	0.011852	0.946401	0.939917	0	0.969738	0.11011	0.588567	0
FACS_M059K_T_34_S363	M059K_T	206325	173510	2129104	0.081494375	2	17496723	17372864	2576	10038447	6151779	1127861	52201	0	0	0	22795	23960	828	0.487541	0.512459	0.000148	0.577823	0.354103	0.064921	0.003005	0.931926	0.925329	0	0.928099	0.086902	0.757501	0
FACS_M059K_T_35_S371	M059K_T	1349125	1282493	2414040	0.531264188	0	129252922	128769023	17779519	85449048	22041799	3003462	495195	0	0	0	215841	220870	4311	0.494242	0.505758	0.138073	0.663584	0.171173	0.023324	0.003846	0.834757	0.831632	0	0.836105	0.246764	0.455442	0
FACS_M059K_T_36_S379	M059K_T	43281	33398	1690512	0.019756145	4	3361005	3331003	33302	2138042	934513	97242	127904	0	0	0	4349	3963	5	0.523219	0.476781	0.009998	0.641861	0.28055	0.029193	0.038398	0.922411	0.914177	0	1.167905	0	0.536742	0
FACS_M059K_T_37_S292	M059K_T	8466	6658	94242	0.070647906	0	657792	649435	7242	257351	208807	173503	2532	0	0	0	731	808	6	0.474984	0.525016	0.011151	0.396269	0.321521	0.26716	0.003899	0.71779	0.708671	0	1.142418	0	0.81139	0
FACS_M059K_T_38_S300	M059K_T	317791	256528	1381216	0.185726201	2	25835248	25646625	6556	16457163	7527691	1610842	44373	0	0	0	33705	34301	697	0.495618	0.504382	0.000256	0.641689	0.293516	0.062809	0.00173	0.935205	0.928377	0	0.968487	0.293515	0.566447	0
FACS_M059K_T_39_S308	M059K_T	171898	139411	1849358	0.075383457	8	14061744	13915524	13186	9487544	2802976	1529922	81896	0	0	0	20111	22900	643	0.467578	0.532422	0.000948	0.681796	0.201428	0.109944	0.005885	0.883224	0.87404	0	0.90551	0.110993	0.541168	0.000795
FACS_M059K_T_3_S305	M059K_T	24473	22651	3847308	0.005887493	0	2277980	2256316	174968	1476801	286895	314854	2798	0	0	0	4078	4463	2	0.477462	0.522538	0.077546	0.654519	0.127152	0.139543	0.00124	0.781671	0.774237	0	1.322401	0	0.516978	0
FACS_M059K_T_40_S316	M059K_T	21007	20054	424078	0.047288471	4	2019406	1999725	16781	1314133	378297	283993	6521	0	0	0	2447	2414	6	0.503394	0.496606	0.008392	0.657157	0.189175	0.142016	0.003261	0.846331	0.838083	0	0.940271	0.318523	0.532989	0
FACS_M059K_T_41_S324	M059K_T	4822430	3983874	5610466	0.710078985	0	401597551	397872974	3552874	282733737	94755734	10169701	6660928	0	0	0	692430	687335	18153	0.501846	0.498154	0.00893	0.710613	0.238156	0.02556	0.016741	0.948769	0.93997	0	1.104746	0.093101	0.508528	0
FACS_M059K_T_42_S332	M059K_T	393389	339896	1515608	0.224263794	12	34279818	33942549	76070	22530903	10898926	293307	143343	0	0	0	54505	56415	55	0.49139	0.50861	0.002241	0.663795	0.321099	0.008641	0.004223	0.984894	0.975204	0	0.879933	0.452819	0.692965	0.048359
FACS_M059K_T_43_S340	M059K_T	187492	8182	241336	0.03390294	0	809676	750186	23045	209678	81525	347027	88911	0	0	0	517	592	6	0.466186	0.533814	0.030719	0.279501	0.108673	0.462588	0.118519	0.388174	0.359654	0	0.784895	0.462814	0.46975	0.117647
FACS_M059K_T_44_S348	M059K_T	24732880	21965583	26037828	0.843602738	16122	2214234186	2196600453	275866051	1346434132	465622173	83497213	25180884	0	0	0	3419392	3405776	99130	0.500997	0.499003	0.125588	0.612963	0.211974	0.038012	0.011464	0.824937	0.818367	0	0.476952	0.550599	0.639949	0.674072
FACS_M059K_T_45_S356	M059K_T	28734	25925	898742	0.028845876	20	2610295	2586922	16156	911339	352645	1255074	51708	0	0	0	2695	2569	13	0.511968	0.488032	0.006245	0.352287	0.136318	0.485161	0.019988	0.488605	0.48423	0	0.83971	0.602364	0.470384	0
FACS_M059K_T_46_S364	M059K_T	144276	134244	1157154	0.116012216	0	13527293	13377022	222716	9007688	2307287	1828693	10638	0	0	0	18183	17189	8	0.514051	0.485949	0.016649	0.67337	0.172481	0.136704	0.000795	0.845852	0.836455	0	0.940725	0.102519	0.833563	0
FACS_M059K_T_47_S372	M059K_T	259195	225861	4326392	0.052205394	488	22766803	22608335	49020	16155221	3990201	738311	1675582	0	0	0	35951	34460	737	0.510588	0.489412	0.002168	0.714569	0.176492	0.032657	0.074113	0.891062	0.88486	0	0.933273	0.232403	0.466916	0
FACS_M059K_T_48_S380	M059K_T	196947	184192	3413282	0.053963312	6	18578295	18417557	35375	10753813	4340917	2706317	581135	0	0	0	18281	18573	36	0.496038	0.503962	0.001921	0.583889	0.235695	0.146942	0.031553	0.819584	0.812493	0	0.835724	0.373586	0.717378	0.05634
FACS_M059K_T_49_S293	M059K_T	34741	31384	273026	0.114948759	0	3164217	3140717	1967343	510734	428530	209710	24400	0	0	0	1916	2260	3	0.458812	0.541188	0.626399	0.162617	0.136443	0.066771	0.007769	0.29906	0.296839	0	1.28816	0.05556	0.452738	0
FACS_M059K_T_4_S313	M059K_T	11624	10404	1554106	0.006694524	0	1043012	1031116	18267	570863	289977	6481	145528	0	0	0	1547	1296	2	0.544144	0.455856	0.017716	0.553636	0.281226	0.006285	0.141136	0.834862	0.82534	0	1.45535	0.295867	0.006885	0
FACS_M059K_T_50_S301	M059K_T	3494831	2986094	6003592	0.497384566	2	301137309	298966483	660374	203448465	87861764	4973297	2022583	0	0	0	570583	569754	8443	0.500363	0.499637	0.002209	0.680506	0.293885	0.016635	0.006765	0.974391	0.967367	0	1.266215	0	0.674582	0
FACS_M059K_T_51_S309	M059K_T	34012	29614	275682	0.107420869	0	2981740	2933465	398778	1830641	494861	191291	17894	0	0	0	2896	3103	6	0.482747	0.517253	0.135941	0.624054	0.168695	0.06521	0.0061	0.792749	0.779914	0	0.853207	0.12813	0.629551	0
FACS_M059K_T_52_S317	M059K_T	88304	85720	1194876	0.071739662	4	8641177	8545512	12613	4676173	2108162	1707160	41404	0	0	0	10137	10192	12	0.498647	0.501353	0.001476	0.547208	0.246698	0.199773	0.004845	0.793906	0.785117	0	1.020193	0.477245	0.367572	0
FACS_M059K_T_53_S325	M059K_T	27918	25358	903978	0.028051568	0	2549384	2513459	7913	1858165	497929	143352	6100	0	0	0	5348	5268	30	0.503768	0.496232	0.003148	0.739286	0.198105	0.057034	0.002427	0.937391	0.924182	0	0.937627	0.428622	0.54	0.163386
FACS_M059K_T_54_S333	M059K_T	1686895	1522890	2406136	0.632919336	4	153596998	152586620	23578	114223379	36159309	1970092	210262	0	0	0	282786	278274	3160	0.504021	0.495979	0.000155	0.748581	0.236976	0.012911	0.001378	0.985556	0.979073	0	0.740134	0.438878	0.540275	0.016004
FACS_M059K_T_55_S341	M059K_T	2128946	1899614	3253322	0.58389978	8	191412792	189736118	907404	139582562	46226803	1611123	1408226	0	0	0	313420	312479	5060	0.500752	0.499248	0.004782	0.735667	0.243637	0.008491	0.007422	0.979304	0.970726	0	0.893051	0.296053	0.418523	0
FACS_M059K_T_56_S349	M059K_T	17169	13080	539234	0.024256631	4	1312718	1289663	47398	675891	261310	290144	14920	0	0	0	1784	1604	22	0.526564	0.473436	0.036752	0.524083	0.202619	0.224977	0.011569	0.726702	0.713939	0	0.815766	0.604431	0.66616	0.299242
FACS_M059K_T_57_S357	M059K_T	29491	27490	1217582	0.022577535	10	2768828	2736094	3098	1131109	343652	1243795	14440	0	0	0	2262	1616	5	0.58329	0.41671	0.001132	0.413403	0.125599	0.454588	0.005278	0.539002	0.53263	0	1.001711	0.21712	0.684989	0.041028
FACS_M059K_T_58_S365	M059K_T	92446	86858	905416	0.095931594	0	8759214	8681575	3164	2404013	2559928	1064450	2650020	0	0	0	7997	7954	6	0.501348	0.498652	0.000364	0.27691	0.294869	0.12261	0.305246	0.571779	0.566711	0	1.38226	0.118105	0.578387	0
FACS_M059K_T_59_S373	M059K_T	306547	275672	2352512	0.117181974	2254	27794797	27518024	65621	19772281	6870171	417298	392653	0	0	0	44117	44645	265	0.497026	0.502974	0.002385	0.718521	0.249661	0.015165	0.014269	0.968182	0.958541	0	1.017777	0.092996	0.683911	0
FACS_M059K_T_5_S321	M059K_T	303800	276334	850418	0.32493903	0	27820631	27592896	124822	20782426	5703832	857041	124775	0	0	0	47005	46644	756	0.501927	0.498073	0.004524	0.75318	0.206714	0.03106	0.004522	0.959894	0.952037	0	1.003389	0.184065	0.47726	0
FACS_M059K_T_60_S381	M059K_T	53183	43674	2308326	0.018920205	4	4384218	4336062	3930	1651422	2009537	220034	451139	0	0	0	5292	6346	50	0.454717	0.545283	0.000906	0.380858	0.463447	0.050745	0.104043	0.844305	0.835031	0	0.887924	0.270155	0.366754	0.001577
FACS_M059K_T_61_S294	M059K_T	77127	67738	364242	0.185969767	2	6831016	6755750	218888	4412213	1669872	388688	66089	0	0	0	8670	8614	37	0.50162	0.49838	0.0324	0.653105	0.247178	0.057534	0.009783	0.900283	0.890363	0	1.192595	0.053655	0.411777	0
FACS_M059K_T_62_S302	M059K_T	195971	179808	1471198	0.122218763	8	18126841	17987934	13074	9159290	6583355	635587	1596628	0	0	0	28024	25942	656	0.51929	0.48071	0.000727	0.509191	0.365987	0.035334	0.088761	0.875178	0.868472	0	0.872431	0.19766	0.50954	0
FACS_M059K_T_63_S310	M059K_T	215769	204172	559766	0.364745269	6	20588624	20400822	634710	11402566	5444331	1412942	1506273	0	0	0	25156	25655	7834	0.49509	0.50491	0.031112	0.558927	0.266868	0.069259	0.073834	0.825795	0.818262	0	0.864556	0.504436	0.793934	0.19375
FACS_M059K_T_64_S318	M059K_T	4741905	3252482	6919480	0.470047171	66	327979426	324953508	111613133	157944760	50747194	3452838	1195583	0	0	0	372468	355295	6542	0.511798	0.488202	0.343474	0.486053	0.156168	0.010626	0.003679	0.642221	0.636296	0	1.022235	0.155648	0.617034	0
FACS_M059K_T_65_S326	M059K_T	31503	30958	844560	0.036655773	90	3116051	3087236	20380	2171421	776273	86623	32539	0	0	0	7154	7156	6	0.49993	0.50007	0.006601	0.703354	0.251446	0.028058	0.01054	0.9548	0.945971	0	0.892546	0.081293	0.350372	0.109091
FACS_M059K_T_66_S334	M059K_T	287100	262814	2129050	0.123441911	20	26506878	26268246	433306	15809329	7621387	1670123	734101	0	0	0	41890	42332	2285	0.497376	0.502624	0.016495	0.601842	0.290137	0.06358	0.027946	0.891979	0.883949	0	0.883566	0.315099	0.575667	0.013113
FACS_M059K_T_67_S342	M059K_T	69350	58874	355328	0.165689166	6	5930526	5861758	227120	3630582	1259383	683251	61422	0	0	0	9429	9033	440	0.510725	0.489275	0.038746	0.619367	0.214847	0.116561	0.010478	0.834215	0.824542	0	0.947993	0.237922	0.463272	0
FACS_M059K_T_68_S350	M059K_T	4374476	3889804	5590262	0.695817835	684	392455662	389283337	3033611	281008954	95541462	5950607	3748703	0	0	0	719627	708332	14743	0.503955	0.496045	0.007793	0.721862	0.245429	0.015286	0.00963	0.967291	0.959473	0	0.873382	0.419805	0.593336	0
FACS_M059K_T_69_S358	M059K_T	82106	75428	2124942	0.035496498	18	7607285	7526051	462385	3636085	2506925	894063	26593	0	0	0	9499	10202	34	0.482158	0.517842	0.061438	0.483133	0.3331	0.118796	0.003533	0.816233	0.807517	0	0.903867	0.189902	0.609414	0.064937
FACS_M059K_T_6_S329	M059K_T	185193	160758	1547610	0.103875007	2	16145927	15916812	336221	9670609	2701971	2133034	1074977	0	0	0	15966	16763	27	0.487824	0.512176	0.021124	0.607572	0.169756	0.134011	0.067537	0.777328	0.766297	0	1.346041	0	0.472795	0
FACS_M059K_T_70_S366	M059K_T	45834	43526	666502	0.06530513	4	4387455	4355501	12865	2623256	1132962	573208	13210	0	0	0	4318	6067	1	0.415792	0.584208	0.002954	0.602286	0.260122	0.131606	0.003033	0.862408	0.856127	0	1.441045	0	0.275806	0
FACS_M059K_T_71_S374	M059K_T	117648	99590	547832	0.181789308	8	10042960	9933026	11933	6869917	2788700	243071	19405	0	0	0	19135	18530	41	0.508031	0.491969	0.001201	0.691624	0.28075	0.024471	0.001954	0.972374	0.96173	0	0.990247	0.119775	0.799562	0
FACS_M059K_T_72_S382	M059K_T	33817	32976	3846626	0.008572708	10	3324749	3280703	22113	2613398	486397	72916	85879	0	0	0	5353	7304	12	0.422928	0.577072	0.00674	0.796597	0.14826	0.022226	0.026177	0.944857	0.93234	0	0.87158	0.198939	0.711645	0
FACS_M059K_T_73_S295	M059K_T	1300595	1186204	2429076	0.488335482	612	119638917	118680905	387574	83525756	28120326	5037438	1609811	0	0	0	204318	205780	1265	0.498217	0.501783	0.003266	0.703784	0.236941	0.042445	0.013564	0.940725	0.933192	0	0.816613	0.360469	0.496906	0
FACS_M059K_T_74_S303	M059K_T	5276402	4608948	5652466	0.815387125	18	464485745	459631065	22116724	303672536	98410726	29323445	6107634	0	0	0	757012	755991	26202	0.500337	0.499663	0.048118	0.660688	0.214108	0.063798	0.013288	0.874796	0.865653	0	0.684815	0.59962	0.448525	0.167193
FACS_M059K_T_75_S311	M059K_T	34599	30974	786696	0.039372261	0	3123064	3092524	535325	1356800	655255	325672	219472	0	0	0	4770	4632	360	0.507339	0.492661	0.173103	0.438735	0.211884	0.105309	0.070969	0.650619	0.644257	0	0.922262	0.441886	0.280408	0
FACS_M059K_T_76_S319	M059K_T	401417	388230	789050	0.492022052	4522	39145234	38846151	1287822	25256729	10521586	831628	948386	0	0	0	62032	60612	1215	0.505789	0.494211	0.033152	0.650173	0.270853	0.021408	0.024414	0.921026	0.913989	0	1.001159	0.073486	0.50217	0
FACS_M059K_T_77_S327	M059K_T	16159	14464	69346	0.208577279	4	1444887	1426551	114566	1067100	169075	65413	10397	0	0	0	3058	2911	11	0.512314	0.487686	0.08031	0.748028	0.11852	0.045854	0.007288	0.866548	0.855551	0	0.795482	0.353678	0.798917	0.32297
FACS_M059K_T_78_S335	M059K_T	32585	30820	595088	0.05179066	6	3104598	3077715	333233	2157301	443717	129409	14055	0	0	0	5584	5814	21	0.489911	0.510089	0.108273	0.700942	0.144171	0.042047	0.004567	0.845113	0.837795	0	0.806762	0.471571	0.517584	0.120253
FACS_M059K_T_79_S343	M059K_T	31878	27590	173804	0.158742031	4	2776536	2755883	37123	2112217	358941	143602	104000	0	0	0	4685	3913	18	0.544894	0.455106	0.01347	0.766439	0.130245	0.052107	0.037737	0.896685	0.890015	0	0.87388	0.420858	0.286698	0.058514
FACS_M059K_T_7_S337	M059K_T	4295	4032	102808	0.039218738	0	400233	394701	5626	315713	47815	3016	22531	0	0	0	624	735	8	0.459161	0.540839	0.014254	0.799879	0.121142	0.007641	0.057084	0.921021	0.908291	0	0.793499	0.505081	0.394757	0.206449
FACS_M059K_T_80_S351	M059K_T	15654000	14505034	16150656	0.89810804	8008	1462511948	1451444308	144115061	993414387	273903528	28743419	11267913	0	0	0	2422410	2402262	57058	0.502088	0.497912	0.099291	0.684432	0.188711	0.019803	0.007763	0.873143	0.866535	0	0.445708	0.625461	0.632212	0.752562
FACS_M059K_T_81_S359	M059K_T	33173	30774	693314	0.044386815	32	3103136	3082023	107770	2554340	381216	20486	18211	0	0	0	6527	6592	487	0.497523	0.502477	0.034967	0.828787	0.12369	0.006647	0.005909	0.952477	0.945997	0	0.815814	0.391387	0.691894	0.21787
FACS_M059K_T_82_S367	M059K_T	70042	64986	2255546	0.028811649	2	6547144	6494591	60985	3977464	2082069	152132	221941	0	0	0	8300	8750	315	0.486804	0.513196	0.00939	0.612427	0.320585	0.023424	0.034173	0.933012	0.925523	0	0.918343	0.07946	0.225935	0
FACS_M059K_T_83_S375	M059K_T	175471	169510	1699208	0.09975824	0	17096262	16960772	11634	11037696	4681393	1210811	19238	0	0	0	26641	25882	393	0.507225	0.492775	0.000686	0.650778	0.276013	0.071389	0.001134	0.926791	0.919446	0	0.822962	0.27545	0.556786	0.00237
FACS_M059K_T_84_S383	M059K_T	23559	22700	255982	0.08867811	8	2286849	2261845	32523	865465	1255255	70998	37604	0	0	0	4196	4380	20	0.489272	0.510728	0.014379	0.382637	0.55497	0.031389	0.016625	0.937606	0.927355	0	0.855231	0.381059	0.591222	0.100775
FACS_M059K_T_85_S296	M059K_T	305513	286866	929678	0.308564901	0	28841414	27756500	661748	17146382	9008405	620909	319056	0	0	0	46249	48978	1597	0.485671	0.514329	0.023841	0.617743	0.324551	0.02237	0.011495	0.942294	0.906848	0	1.848085	0	2.03139	0
FACS_M059K_T_86_S304	M059K_T	7467072	6884888	8250246	0.834506995	7584	693919432	687420870	28404657	457326692	133385189	39116882	29187450	0	0	0	1080220	1063989	21362	0.503785	0.496215	0.041321	0.665279	0.194037	0.056904	0.042459	0.859316	0.851269	0	0.505149	0.62728	0.61642	0.679505
FACS_M059K_T_87_S312	M059K_T	1590580	1511172	2175214	0.69472337	6	152256293	150001011	71051	3263699	8228811	82613950	55823500	0	0	0	23520	20064	3533	0.539648	0.460352	0.000474	0.021758	0.054858	0.550756	0.372154	0.076616	0.075481	0	2.136024	0	0	0
FACS_M059K_T_88_S320	M059K_T	5632	4954	155244	0.031911056	8	498074	492299	25544	305078	88891	62412	10374	0	0	0	864	741	7	0.538318	0.461682	0.051887	0.619701	0.180563	0.126777	0.021073	0.800264	0.790985	0	0.857331	0.172057	0.316594	0.172924
FACS_M059K_T_89_S328	M059K_T	4554	4280	395934	0.010809882	6	430048	425515	17059	304180	69717	25952	8607	0	0	0	676	732	24	0.480114	0.519886	0.04009	0.714851	0.163841	0.06099	0.020227	0.878693	0.869431	0	0.858968	0.152065	0.460457	0
