updated_barcode	sample	matched_initial_sample	replicate	category	batch	initial_treatment	initial_survived	divided	best_rep	pass_qc_filter	pass_qc_rep_filter	matched_initital_pass	wang_sc_mes_top_50	wang_sc_pro_bottom_50	Patel_Bernstein_stemness	matched_wang_sc_mes_top_50	matched_wang_sc_pro_bottom_50	matched_Patel_Bernstein_stemness	mapped	unique	total	unique/total	gfp	PF_BASES	PF_ALIGNED_BASES	RIBOSOMAL_BASES	CODING_BASES	UTR_BASES	INTRONIC_BASES	INTERGENIC_BASES	IGNORED_READS	CORRECT_STRAND_READS	INCORRECT_STRAND_READS	NUM_R1_TRANSCRIPT_STRAND_READS	NUM_R2_TRANSCRIPT_STRAND_READS	NUM_UNEXPLAINED_READS	PCT_R1_TRANSCRIPT_STRAND_READS	PCT_R2_TRANSCRIPT_STRAND_READS	PCT_RIBOSOMAL_BASES	PCT_CODING_BASES	PCT_UTR_BASES	PCT_INTRONIC_BASES	PCT_INTERGENIC_BASES	PCT_MRNA_BASES	PCT_USABLE_BASES	PCT_CORRECT_STRAND_READS	MEDIAN_CV_COVERAGE	MEDIAN_5PRIME_BIAS	MEDIAN_3PRIME_BIAS	MEDIAN_5PRIME_TO_3PRIME_BIAS
B3_020321_M059K_FUCCI_S278_L003	B3_020321_M059K_FUCCI_S278_L003	NA	NA	FUCCI	11	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	30591	26294	481276	0.054633931	2	2639129	2598502	204566	345243	352086	816352	880255	0	0	0	1050	1179	52	0.471063	0.528937	0.078725	0.132862	0.135496	0.314163	0.338755	0.268358	0.264227	0	1.01347	0.065776	0.322357	0
B3_021121_M059K_S3_L003	B3_021121_M059K_S3_L003	NA	NA	I	3	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	3984	3496	261602	0.013363812	0	350973	340925	5931	27476	29837	157232	120449	0	0	0	134	119	6	0.529644	0.470356	0.017397	0.080593	0.087518	0.461192	0.353301	0.16811	0.163297	0	1.275068	0	1.388698	0
B3_030321_M059K_FUCCI_S287_L003	B3_030321_M059K_FUCCI_S287_L003	NA	NA	FUCCI	11	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	155420	79134	5249230	0.015075354	12	7925924	7579495	48347	353819	167542	4462369	2547418	0	0	0	1039	1148	90	0.47508	0.52492	0.006379	0.046681	0.022105	0.588742	0.336093	0.068786	0.065779	0	1.246088	0.15168	0.186147	0
B3_041121_M059K_S13_L003	B3_041121_M059K_S13_L003	NA	NA	I	3	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	40272	31724	3328608	0.009530711	0	3190496	3054906	23724	157022	216999	1556308	1100853	0	0	0	718	664	11	0.519537	0.480463	0.007766	0.0514	0.071033	0.509445	0.360356	0.122433	0.11723	0	2.491889	0	0	0
B3_051121_M059K_S24_L003	B3_051121_M059K_S24_L003	NA	NA	I	3	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	87592	72748	2334326	0.031164456	0	7267157	7070336	136303	1968458	410728	1903176	2651671	0	0	0	4562	4400	227	0.509038	0.490962	0.019278	0.278411	0.058092	0.269178	0.375042	0.336503	0.327389	0	1.831013	0	0.668891	0
B3_061221_M059K_S144_L003	B3_061221_M059K_S144_L003	NA	NA	I	1	U	N	NA	-	Y	Y	NA	-0.330465801	0.001999025	-0.254519444	NA	NA	NA	9784235	9346875	14344064	0.651619722	8	940346490	926683893	8820439	414975478	171034996	184884731	146968249	0	0	0	1101391	1075702	51683	0.5059	0.4941	0.009518	0.447807	0.184567	0.199512	0.158596	0.632374	0.623186	0	2.19401	0	1.008403	0
B3_071221_M059K_S159_L003	B3_071221_M059K_S159_L003	NA	NA	I	1	U	N	NA	-	Y	Y	NA	0.199177663	0.051878577	-0.078788124	NA	NA	NA	585152	558628	2327234	0.240039463	0	56132958	55190697	31844	1549203	1721909	26661917	25225824	0	0	0	7471	7418	352	0.50178	0.49822	0.000577	0.02807	0.031199	0.483087	0.457067	0.059269	0.058274	0	2.132909	0	0	0
B3_111121_M059K_S43_L003	B3_111121_M059K_S43_L003	NA	NA	I	4	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	1428121	1315409	25175796	0.052248954	0	132395108	130331508	39955186	75289524	5898359	5027327	4161112	0	0	0	170412	174406	30600	0.494209	0.505791	0.306566	0.577677	0.045257	0.038573	0.031927	0.622934	0.613224	0	1.919334	0	1.071654	0
B3_131221_M059K_S172_L003	B3_131221_M059K_S172_L003	NA	NA	I	2	T	N	NA	-	Y	Y	NA	0.078717198	-0.108428353	-0.177509791	NA	NA	NA	1189136	1091965	1826248	0.597928102	492	110117753	109167766	4724812	63540175	26863317	9843768	4195694	0	0	0	167566	167217	3876	0.500521	0.499479	0.04328	0.582042	0.246074	0.090171	0.038433	0.828115	0.820971	0	0.904812	0.116416	0.664857	0
B3_141221_M059K_S188_L003	B3_141221_M059K_S188_L003	NA	NA	I	2	U	N	NA	-	Y	Y	NA	-0.047835737	-0.027851118	-0.092523629	NA	NA	NA	2485069	2106999	5373166	0.392133614	9980	212496614	211091293	12063569	130731498	44100387	17148704	7047135	0	0	0	332894	332409	6007	0.500364	0.499636	0.057149	0.619313	0.208916	0.081238	0.033384	0.828229	0.822751	0	0.617524	0.388036	0.621293	0.129418
B3_160222_HeLa_S259_L003	B3_160222_HeLa_S259_L003	NA	NA	HeLa	9	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	18188152	17033585	25507876	0.667777474	0	1716790805	1700451624	1750855	963969546	639308367	63457117	31965739	0	0	0	2996346	3023537	27088	0.497742	0.502258	0.00103	0.56689	0.375964	0.037318	0.018798	0.942854	0.933881	0	1.512687	0	1.015915	0
B3_161121_M059K_S51_L003	B3_161121_M059K_S51_L003	NA	NA	I	5	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	5167089	4589363	15653996	0.293175174	0	461276496	449104452	1616086	5519398	14924838	222224367	204819763	0	0	0	42919	40985	4588	0.511525	0.488475	0.003598	0.01229	0.033232	0.494817	0.456063	0.045522	0.044321	0	2.674827	0	0	0
B3_170222_GBM63_S269_L003	B3_170222_GBM63_S269_L003	NA	NA	gbm63	9	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	23623	21917	760860	0.028805562	2	2184016	2142958	221446	118288	143393	898354	761477	0	0	0	651	579	15	0.529268	0.470732	0.103337	0.055198	0.066914	0.419212	0.355339	0.122112	0.119816	0	0.999176	0	0.493048	0
B3_180122_M059K_S197_L003	B3_180122_M059K_S197_L003	NA	NA	I	7	T	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	3777887	3543725	29571614	0.11983536	0	354989201	347550563	12432076	14125636	3944431	144432306	172616114	0	0	0	39294	37232	15257	0.513473	0.486527	0.035771	0.040643	0.011349	0.415572	0.496665	0.051993	0.050903	0	1.985918	0	1.032868	0
B3_22_11_21_M059K_S72_L003	B3_22_11_21_M059K_S72_L003	NA	NA	I	6	T	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	1719	1512	144994	0.010428018	0	151937	148454	8590	15227	12242	61716	50679	0	0	0	54	42	4	0.5625	0.4375	0.057863	0.10257	0.082463	0.415725	0.341378	0.185034	0.180792	0	0.963259	0	1.089901	0
B3_23_11_21_M059K_S91_L003	B3_23_11_21_M059K_S91_L003	NA	NA	I	6	T	N	NA	-	Y	Y	NA	0.07807865	0.014422261	-0.103327517	NA	NA	NA	67724	44798	2351354	0.019052002	0	4509952	4378819	12192	185208	183856	2241144	1756419	0	0	0	764	773	89	0.497072	0.502928	0.002784	0.042296	0.041988	0.511815	0.401117	0.084284	0.081833	0	1.79323	0	0	0
B3_240122_M059K_S206_L003	B3_240122_M059K_S206_L003	NA	NA	I	8	T	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	1575575	1558528	27302258	0.057084216	0	156541782	155385887	84192	1066905	589666	84682775	68962349	0	0	0	3522	3657	133	0.490598	0.509402	0.000542	0.006866	0.003795	0.544984	0.443813	0.010661	0.010582	0	0.937882	0.126812	0.47808	0
B3_250122_M059K_S223_L003	B3_250122_M059K_S223_L003	NA	NA	I	8	T	Y	Y	-	Y	Y	NA	-0.437069467	-0.105317357	-0.213320495	NA	NA	NA	11613955	11138076	12505324	0.890666727	319242	1121487010	1102644901	6738789	654651560	293833507	114755274	32665771	0	0	0	1461436	1285705	67198	0.531984	0.468016	0.006111	0.59371	0.266481	0.104073	0.029625	0.860191	0.845739	0	0.992888	0.391891	0.648926	0
B3_291121_M059K_S102_L003	B3_291121_M059K_S102_L003	NA	NA	I	0	T	Y	Y	-	Y	Y	NA	0.046245518	-0.093805878	-0.09647218	NA	NA	NA	104866	99246	239042	0.415182269	0	9943701	9796331	3768	274101	401349	5208342	3908771	0	0	0	1407	1379	129	0.505025	0.494975	0.000385	0.02798	0.040969	0.531663	0.399004	0.068949	0.067927	0	1.334133	0	0.10121	0
B3_301121_M059K_S128_L003	B3_301121_M059K_S128_L003	NA	NA	I	0	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	5525	4266	173898	0.024531622	2	427360	417042	9889	28184	37287	212360	129322	0	0	0	125	102	2	0.550661	0.449339	0.023712	0.067581	0.089408	0.509205	0.310093	0.156989	0.153199	0	1.160951	0.069034	0.53539	0
B3_310122_M059K_S230_L003	B3_310122_M059K_S230_L003	NA	NA	I	10	T	Y	N	-	N	N	NA	NA	NA	NA	NA	NA	NA	4583802	4107833	16925854	0.24269576	0	413432919	410258797	305680502	61317223	6394063	20684809	16182200	0	0	0	139588	148159	10638	0.485107	0.514893	0.745092	0.14946	0.015585	0.050419	0.039444	0.165045	0.163778	0	1.396085	0	0.237271	0
B3L_T_310122_M059K_S250_L003	B3L_T_310122_M059K_S250_L003	B3_310122_M059K_S230_L003	NA	L_T	10	T	Y	N	-	Y	Y	N	0.193533742	0.118572741	0.201477493	NA	NA	NA	623580	269962	28907250	0.009338903	0	27130348	26682774	635634	4165014	2590373	9963861	9327892	0	0	0	13009	13135	331	0.49759	0.50241	0.023822	0.156094	0.09708	0.373419	0.349585	0.253174	0.248997	0	1.345821	0	0.441364	0
B3L1_T_291121_M059K_S114_L003	B3L1_291121_M059K_S114_L003	B3_291121_M059K_S102_L003	NA	L_T	0	T	Y	Y	-	N	N	Y	NA	NA	NA	0.046245518	-0.093805878	-0.09647218	18104	17094	219020	0.078047667	2	1717595	1686139	14364	42220	52605	877942	699008	0	0	0	202	218	21	0.480952	0.519048	0.008519	0.025039	0.031198	0.520682	0.414561	0.056238	0.055208	0	1.351055	0	0	0
B3L1V1_T_250122_M059K_S226_L003	B3L1V1_T_250122_M059K_S226_L003	B3_250122_M059K_S223_L003	9	L_T	8	T	Y	Y	-	N	N	Y	NA	NA	NA	-0.437069467	-0.105317357	-0.213320495	427505	213832	13354312	0.016012206	0	21496327	20980620	3581661	377337	2137603	9853845	5030174	0	0	0	1195	1260	83	0.486762	0.513238	0.170713	0.017985	0.101885	0.469664	0.239753	0.11987	0.116994	0	0.977474	0.390349	0.451145	0.006729
B3L1V2_T_250122_M059K_S310_L003	B3L1V2_T_250122_M059K_S310_L003	B3_250122_M059K_S223_L003	9	L_T	8	T	Y	Y	-	N	N	Y	NA	NA	NA	-0.437069467	-0.105317357	-0.213320495	73360	46228	1462828	0.031601801	2	4641460	4572015	1239260	319403	244922	1432070	1336360	0	0	0	936	897	61	0.510638	0.489362	0.271053	0.06986	0.05357	0.313225	0.292291	0.12343	0.121584	0	0.981885	0.017121	0.429136	0
B3L2_T_291121_M059K_S115_L003	B3L2_291121_M059K_S115_L003	B3_291121_M059K_S102_L003	10	L_T	8	T	Y	Y	-	N	N	Y	NA	NA	NA	0.046245518	-0.093805878	-0.09647218	4492	3182	313862	0.010138214	0	319469	312371	6814	33433	30713	135769	105642	0	0	0	125	132	17	0.486381	0.513619	0.021814	0.10703	0.098322	0.43464	0.338194	0.205352	0.200789	0	1.096587	0.14972	0.132202	0
B3L2_T_250122_M059K_S227_L003	B3L2_T_250122_M059K_S227_L003	B3_250122_M059K_S223_L003	NA	L_T	0	T	Y	Y	-	Y	Y	Y	-0.261872143	-0.120649918	-0.003649081	-0.437069467	-0.105317357	-0.213320495	147870	104282	2622556	0.039763498	0	10499874	10305960	336607	4847919	2398684	1361615	1361135	0	0	0	14407	15431	784	0.482841	0.517159	0.032661	0.4704	0.232747	0.132119	0.132073	0.703147	0.690161	0	1.029941	0.012092	0.70733	0
B3L2V2_T_291121_M059K_S302_L003	B3L2V2_291121_M059K_S302_L003	B3_291121_M059K_S102_L003	10	L_T	0	T	Y	Y	-	Y	Y	Y	0.130748842	-0.058313116	-0.119660728	0.046245518	-0.093805878	-0.09647218	9054	8348	73934	0.112911516	0	821081	815928	6397	68261	52768	383169	305333	0	0	0	262	234	18	0.528226	0.471774	0.00784	0.083661	0.064672	0.469611	0.374216	0.148333	0.147402	0	0.754119	0.500195	0.552989	1.085948
B3L3_T_291121_M059K_S116_L003	B3L3_291121_M059K_S116_L003	B3_291121_M059K_S102_L003	NA	L_T	0	T	Y	Y	-	Y	Y	Y	-0.051546039	-0.099809562	-0.333643364	0.046245518	-0.093805878	-0.09647218	5176	4144	3905026	0.001061197	0	414901	404412	14207	111286	56860	124569	97490	0	0	0	292	334	26	0.466454	0.533546	0.03513	0.27518	0.140599	0.308025	0.241066	0.415779	0.405268	0	1.051274	0.131644	0.541539	0
B4_010222_M059K_S245_L003	B4_010222_M059K_S245_L003	NA	NA	I	10	U	Y	N	-	Y	Y	NA	-0.139279674	0.122249387	-0.287706719	NA	NA	NA	144593	136596	660204	0.206899686	0	13751297	13639298	9955	2729899	709306	5617775	4572363	0	0	0	7543	7589	835	0.49848	0.50152	0.00073	0.20015	0.052005	0.411882	0.335234	0.252154	0.2501	0	1.022858	0.28525	0.528752	0
B4_020321_M059K_FUCCI_S279_L003	B4_020321_M059K_FUCCI_S279_L003	NA	NA	FUCCI	11	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	15482	13094	120218	0.108918798	38	1314086	1294335	69278	457869	202708	300389	264091	0	0	0	1255	1226	41	0.505844	0.494156	0.053524	0.353748	0.156612	0.23208	0.204036	0.51036	0.502689	0	0.837844	0.524422	0.605587	0.317848
B4_021121_M059K_S4_L003	B4_021121_M059K_S4_L003	NA	NA	I	3	U	N	NA	-	Y	Y	NA	-0.044672423	-0.012171307	0.0037699	NA	NA	NA	22535	17420	1079974	0.016130018	0	1746008	1692351	7303	132824	106900	844151	601173	0	0	0	428	471	46	0.476085	0.523915	0.004315	0.078485	0.063167	0.498804	0.35523	0.141651	0.137298	0	1.643682	0.008282	0.137472	0
B4_030321_M059K_FUCCI_S288_L003	B4_030321_M059K_FUCCI_S288_L003	NA	NA	FUCCI	11	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	21642	8296	953474	0.008700814	2	830035	802079	7855	93390	71791	348771	280272	0	0	0	375	275	82	0.576923	0.423077	0.009793	0.116435	0.089506	0.434834	0.349432	0.205941	0.199005	0	1.521586	0	0.225111	0
B4_041121_M059K_S14_L003	B4_041121_M059K_S14_L003	NA	NA	I	3	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	2672	1776	2591376	0.00068535	0	178053	171914	15250	25833	8983	70549	51299	0	0	0	73	83	3	0.467949	0.532051	0.088707	0.150267	0.052253	0.410374	0.298399	0.20252	0.195537	0	0.760368	0.244284	0.214356	0.350427
B4_051121_M059K_S25_L003	B4_051121_M059K_S25_L003	NA	NA	I	3	U	Y	Y	-	N	N	NA	NA	NA	NA	NA	NA	NA	924	800	84292	0.009490818	0	79867	78127	25978	16853	4104	15200	15992	0	0	0	46	32	5	0.589744	0.410256	0.33251	0.215713	0.05253	0.194555	0.204692	0.268243	0.262399	0	0.885294	0	0.442679	0
B4_061221_M059K_S145_L003	B4_061221_M059K_S145_L003	NA	NA	I	1	U	N	NA	-	Y	Y	NA	-0.348197234	0.063987236	-0.21551654	NA	NA	NA	512364	482937	1223304	0.394780856	0	47730845	46735585	187136	2787239	2656538	23248190	17856482	0	0	0	11516	10509	159	0.52286	0.47714	0.004004	0.059638	0.056842	0.497441	0.382075	0.11648	0.114052	0	2.110784	0	0	0
B4_071221_M059K_S160_L003	B4_071221_M059K_S160_L003	NA	NA	I	1	U	N	NA	-	Y	Y	NA	-0.149343492	0.085557165	-0.255400478	NA	NA	NA	273336	258900	2039472	0.126944621	0	25995621	25597277	70119	2352919	1460006	11898630	9815603	0	0	0	7538	8233	135	0.477966	0.522034	0.002739	0.091921	0.057038	0.46484	0.383463	0.148958	0.146676	0	1.668565	0	0.085433	0
B4_111121_M059K_S44_L003	B4_111121_M059K_S44_L003	NA	NA	I	4	U	N	NA	-	Y	Y	NA	-0.338638568	-0.167206701	-0.322424816	NA	NA	NA	1788667	1543839	23024520	0.067051952	0	155100183	149704596	209115	22584968	19625314	50744021	56541178	0	0	0	93326	94092	6986	0.497956	0.502044	0.001397	0.150864	0.131094	0.338961	0.377685	0.281957	0.272148	0	2.234158	0	0.438048	0
B4_131221_M059K_S173_L003	B4_131221_M059K_S173_L003	NA	NA	I	2	U	N	NA	-	Y	Y	NA	0.059674237	-0.434296954	0.110675972	NA	NA	NA	1542678	1293004	4685416	0.275963543	1282	130365211	129195686	9983098	70811269	24567213	15093671	8740435	0	0	0	185065	185449	3701	0.499482	0.500518	0.077271	0.548093	0.190155	0.116828	0.067653	0.738248	0.731625	0	0.651101	0.394952	0.614019	0.086797
B4_141221_M059K_S189_L003	B4_141221_M059K_S189_L003	NA	NA	I	2	T	N	NA	-	Y	Y	NA	0.281092153	0.116734856	0.1418907	NA	NA	NA	3009905	2709709	8022510	0.337763244	1008	273178443	270986605	13483879	159140636	62615822	20226565	15519703	0	0	0	432382	432895	8298	0.499704	0.500296	0.049758	0.587264	0.231066	0.07464	0.057271	0.81833	0.811764	0	0.678348	0.345819	0.633986	0.036301
B4_160222_HeLa_S260_L003	B4_160222_HeLa_S260_L003	NA	NA	HeLa	9	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	1512289	1422959	2288354	0.621826431	0	143169151	139148956	2171665	62442750	32207515	27210635	15116391	0	0	0	169127	172182	7581	0.495525	0.504475	0.015607	0.448748	0.231461	0.19555	0.108635	0.680208	0.661108	0	1.69692	0	1.851788	0
B4_161121_M059K_S52_L003	B4_161121_M059K_S52_L003	NA	NA	I	5	U	N	NA	-	Y	Y	NA	-0.173843474	-0.23296141	0.169248488	NA	NA	NA	1308023	1236959	4013780	0.308178077	0	124495979	121107031	13916	1427097	3740411	62173768	53751839	0	0	0	11373	11031	1870	0.507633	0.492367	0.000115	0.011784	0.030885	0.513379	0.443837	0.042669	0.041507	0	2.020637	0	0	0
B4_170222_GBM63_S270_L003	B4_170222_GBM63_S270_L003	NA	NA	gbm63	9	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	11229	8958	539736	0.016597003	2	898737	885965	80191	244197	109877	265624	186076	0	0	0	785	833	49	0.485167	0.514833	0.090513	0.275628	0.12402	0.299813	0.210026	0.399648	0.393968	0	0.968014	0.191378	0.391493	0
B4_22_11_21_M059K_S73_L003	B4_22_11_21_M059K_S73_L003	NA	NA	I	6	T	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	1624	1421	968584	0.00146709	0	142040	138387	6646	22192	11964	50608	46977	0	0	0	59	57	2	0.508621	0.491379	0.048025	0.160362	0.086453	0.365699	0.339461	0.246815	0.240467	0	0.815392	0.843484	0.560308	0
B4_23_11_21_M059K_S92_L003	B4_23_11_21_M059K_S92_L003	NA	NA	I	6	T	N	NA	-	Y	Y	NA	-0.011419951	-0.119200043	-0.276750365	NA	NA	NA	23618	20830	1161318	0.017936517	0	2089741	2021164	12900	208487	169539	913964	716274	0	0	0	895	969	37	0.48015	0.51985	0.006382	0.103152	0.083882	0.452197	0.354387	0.187034	0.180896	0	1.136043	0.147033	0.171434	0
B4_240122_M059K_S207_L003	B4_240122_M059K_S207_L003	NA	NA	I	8	U	N	NA	-	Y	Y	NA	-0.04156468	-0.135778699	-0.186165495	NA	NA	NA	370929	193646	5338904	0.03627074	34	19424005	18885385	27625	6477124	721817	5719837	5938982	0	0	0	6285	11735	88	0.348779	0.651221	0.001463	0.34297	0.038221	0.302871	0.314475	0.381191	0.370621	0	0.90011	0.342766	0.604834	0.020724
B4_250122_M059K_S224_L003	B4_250122_M059K_S224_L003	NA	NA	I	8	U	N	NA	-	Y	Y	NA	-0.597183845	-0.059465326	-0.169938808	NA	NA	NA	2058350	1831260	7955862	0.230177447	6	182206752	176436572	4211	6683868	89933222	40466174	39349097	0	0	0	239732	245155	440	0.494408	0.505592	2.40E-05	0.037883	0.50972	0.229353	0.223021	0.547602	0.530261	0	2.22587	0	0.446856	0
B4_291121_M059K_S103_L003	B4_291121_M059K_S103_L003	NA	NA	I	0	T	Y	N	-	Y	Y	NA	0.155775892	-0.012125546	-0.19590994	NA	NA	NA	106436	102255	688698	0.14847582	0	10274157	10069304	3561	144969	355204	5248260	4317310	0	0	0	1052	1062	176	0.497635	0.502365	0.000354	0.014397	0.035276	0.521214	0.42876	0.049673	0.048683	0	1.489893	0	0	0
B4_301121_M059K_S129_L003	B4_301121_M059K_S129_L003	NA	NA	I	0	T	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	2861	2378	68558	0.034685959	0	236119	229240	2185	10873	17244	115474	83464	0	0	0	77	62	0	0.553957	0.446043	0.009531	0.047431	0.075222	0.503725	0.36409	0.122653	0.11908	0	1.497625	1.457301	0	0
B4_310122_M059K_S231_L003	B4_310122_M059K_S231_L003	NA	NA	I	10	T	N	NA	-	Y	Y	NA	-0.160698401	-0.136090929	-0.122459583	NA	NA	NA	795199	247260	32451912	0.007619274	28	24757952	23976243	800292	4110615	3701273	8165615	7198448	0	0	0	11873	12476	298	0.487618	0.512382	0.033379	0.171445	0.154373	0.340571	0.300233	0.325818	0.31553	0	0.887233	0.320061	0.503614	0
B4L_T_291121_M059K_S117_L003	B4L_291121_M059K_S117_L003	B4_291121_M059K_S103_L003	NA	L_T	3	T	Y	N	-	N	N	Y	NA	NA	NA	0.155775892	-0.012125546	-0.19590994	5502	3830	457096	0.008378984	0	384232	375234	5096	46172	26202	141091	156673	0	0	0	123	161	14	0.433099	0.566901	0.013581	0.123049	0.069828	0.376008	0.417534	0.192877	0.18836	0	1.034686	0.497725	0.415262	0
B4L1_U_051121_M059K_S28_L003	B4L1_U_051121_M059K_S28_L003	B4_051121_M059K_S25_L003	NA	L_U	3	U	Y	Y	-	N	N	N	NA	NA	NA	NA	NA	NA	804488	699820	9785614	0.071515185	0	70474966	69511313	39666767	22322662	2403113	3017819	2100952	0	0	0	50730	53229	10583	0.487981	0.512019	0.570652	0.321137	0.034572	0.043415	0.030225	0.355709	0.350845	0	1.541284	0	0.611965	0
B4L2_U_051121_M059K_S29_L003	B4L2_U_051121_M059K_S29_L003	B4_051121_M059K_S25_L003	NA	L_U	3	U	Y	Y	-	N	N	N	NA	NA	NA	NA	NA	NA	19836	12866	1211434	0.010620471	0	1293524	1262533	680149	236110	88391	134419	123464	0	0	0.00E+00	665	677	97	0.495529	0.504471	0.538718	0.187013	0.070011	0.106468	0.097791	0.257024	0.250866	0	1.115716	0	0.689884	0
B4L3_U_051121_M059K_S30_L003	B4L3_U_051121_M059K_S30_L003	B4_051121_M059K_S25_L003	NA	L_U	3	U	Y	Y	-	N	N	N	NA	NA	NA	NA	NA	NA	2756	2364	115456	0.020475333	0	237671	232898	144195	54501	7987	19088	7127	0	0	0	123	145	18	0.458955	0.541045	0.619134	0.234012	0.034294	0.081959	0.030601	0.268306	0.262918	0	0.931876	0.320231	0.820018	0.153846
B4L4_U_051121_M059K_S31_L003	B4L4_U_051121_M059K_S31_L003	B4_051121_M059K_S25_L003	NA	L_U	0	U	Y	Y	-	N	N	N	NA	NA	NA	NA	NA	NA	6409	6106	687414	0.008882566	8	614015	602133	374544	160069	21165	26061	20294	0	0	0	356	378	76	0.485014	0.514986	0.622029	0.265837	0.03515	0.043281	0.033704	0.300987	0.295162	0	0.907349	0.382635	0.62405	0.384615
B4LV1_U_010222_M059K_S311_L003	B4LV1_U_010222_M059K_S311_L003	B4_010222_M059K_S245_L003	11	L_U	10	U	Y	N	-	N	N	Y	NA	NA	NA	-0.139279674	0.122249387	-0.287706719	346937	325208	5592748	0.058148159	4	32580135	32139195	740447	3424798	1453587	15212134	11308229	0	0	0	10551	10236	957	0.507577	0.492423	0.023039	0.106561	0.045228	0.47332	0.351852	0.151789	0.149735	0	1.783821	0	0.698025	0
B4LV2_U_010222_M059K_S255_L003	B4LV2_U_010222_M059K_S255_L003	B4_010222_M059K_S245_L003	11	L_U	10	U	Y	N	-	Y	Y	Y	0.421135515	0.05072489	0.137134278	-0.139279674	0.122249387	-0.287706719	964091	880562	7703608	0.114305141	38	88514749	87058446	1755983	3822498	1964850	44704617	34810498	0	0	0	8923	9944	1345	0.472942	0.527058	0.02017	0.043907	0.022569	0.513501	0.399852	0.066477	0.065383	0	0.983174	0.168158	0.690467	0
B5_010222_M059K_S246_L003	B5_010222_M059K_S246_L003	NA	NA	I	10	T	N	NA	-	Y	Y	NA	-0.607538951	-0.114152415	-0.001422368	NA	NA	NA	10386455	9830294	19098350	0.514719544	0	988155314	973713040	71200634	633083690	137839118	115677393	15912205	0	0	0	1494914	1465890	35505	0.504901	0.495099	0.073123	0.650175	0.14156	0.1188	0.016342	0.791735	0.780164	0	1.170577	0.205939	0.296788	0
B5_020321_M059K_FUCCI_S280_L003	B5_020321_M059K_FUCCI_S280_L003	NA	NA	FUCCI	11	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	10683	8422	162416	0.051854497	4	841349	822957	42112	51504	66247	379539	283555	0	0	0	247	217	3	0.532328	0.467672	0.051172	0.062584	0.080499	0.461189	0.344556	0.143083	0.139955	0	1.045163	0	0.2067	0
B5_021121_M059K_S5_L003	B5_021121_M059K_S5_L003	NA	NA	I	3	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	9586	7287	2849482	0.002557307	0	730313	703143	1762	41327	38028	335246	286780	0	0	0	155	158	20	0.495208	0.504792	0.002506	0.058775	0.054083	0.476782	0.407854	0.112858	0.108659	0	1.524685	0	0.127835	0
B5_030321_M059K_FUCCI_S312_L003	B5_030321_M059K_FUCCI_S312_L003	NA	NA	FUCCI	11	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	28568	21758	407574	0.053384171	0	2169105	2142565	47982	165936	124573	1038953	765121	0	0	0	613	619	82	0.497565	0.502435	0.022395	0.077447	0.058142	0.484911	0.357105	0.135589	0.13393	0	1.122546	0	0.718275	0
B5_041121_M059K_S19_L003	B5_041121_M059K_S19_L003	NA	NA	I	3	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	79650	73913	2686792	0.027509759	0	7383991	7065462	71842	25467	136946	5858746	972461	0	0	0	160	402	26	0.284698	0.715302	0.010168	0.003604	0.019382	0.829209	0.137636	0.022987	0.021995	0	1.052164	0	0.83625	0
B5_051121_M059K_S26_L003	B5_051121_M059K_S26_L003	NA	NA	I	3	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	10446	9964	191692	0.051979217	0	1002035	984992	841425	69942	8849	40165	24611	0	0	0.00E+00	147	147	62	0.5	0.5	0.854246	0.071008	0.008984	0.040777	0.024986	0.079992	0.078631	0	1.182942	0.157014	1.194716	0
